% X                       Y                        sigma11 @ t=5            sigma22 @ t=5            sigma12 @ t=5            D1 @ t=5                 D2 @ t=5
1.6800000000000002        -1.56                    -0.04106155276248636     -0.0711116710107298      -0.085441512048493       -0.07130131532097692     -0.09993702257055112
1.7200000000000002        -1.56                    -0.03250585282305406     -0.06962953239440058     -0.07448535059313295     -0.06267934039442534     -0.10095562821857743
1.7600000000000002        -1.56                    -0.024795644385452464    -0.06696505132599267     -0.06346598299085018     -0.053844279773412586    -0.10193792999345472
1.8000000000000003        -1.56                    -0.0174522924129785      -0.06286415646654256     -0.052819387083770264    -0.04548040576072421     -0.10288446706304345
1.8399999999999999        -1.56                    -0.011936889726054743    -0.057734807595219526    -0.041738724834020434    -0.036132318215596905    -0.10379698627901697
1.88                      -1.56                    -0.006880371892532691    -0.050690605973268736    -0.031153472453182736    -0.027327602191169476    -0.10467767218441373
1.92                      -1.56                    -0.0031322517509944003   -0.042076035669582526    -0.020625349520274984    -0.018295656001224098    -0.10552691842414587
1.96                      -1.56                    -0.0011103189691395203   -0.03163876318750692     -0.010121280334439473    -0.008991906141961784    -0.10634788801167097
2                         -1.56                    5.75096768440044E-4      -0.018684789138134       -2.692591383161719E-4    -4.1180851128763685E-4   -0.10714124163989583
-2                        -1.52                    7.025354235959749E-4     -0.04810578548118466     6.750962404922928E-4     -4.957213951612277E-4    0.15023387657844714
-1.96                     -1.52                    -0.0013260856312832837   -0.06589976725405394     0.017352964709621693     -0.010747588462512309    0.14823811905823145
-1.92                     -1.52                    -0.003879277593139538    -0.07986981515219227     0.034722021301459516     -0.021821042255157047    0.1461845718694718
-1.88                     -1.52                    -0.008512915312740794    -0.09083909479904706     0.051321690162863115     -0.032516227966758515    0.14407147185597652
-1.84                     -1.52                    -0.014642468415561638    -0.0992245790232912      0.06723910176215431      -0.04288347148088363     0.14189176412898477
-1.8                      -1.52                    -0.021413884959614923    -0.10471134867351277     0.08369756235012683      -0.05385488696846163     0.1396448602151008
-1.76                     -1.52                    -0.03002616474577309     -0.10825625427979865     0.0983488489970967       -0.06357857099062564     0.13732682609890579
-1.72                     -1.52                    -0.03911036590792911     -0.10963839999857347     0.11344136537179193      -0.07381724243117238     0.13493581843028912
-1.68                     -1.52                    -0.048989062764733096    -0.10908610877054636     0.12787786512622384      -0.08373980601971802     0.1324711052381763
-1.6400000000000001       -1.52                    -0.05919696886471958     -0.10694180106221648     0.1416519443550543       -0.0933751199690685      0.12993092984517698
-1.6                      -1.52                    -0.07045053838572696     -0.10360378473141034     0.1554942970977648       -0.10330210129336434     0.12731543866323558
-1.56                     -1.52                    -0.08114263543261702     -0.09866611598313038     0.1677470731729718       -0.11236543539268569     0.1246242331473888
-1.52                     -1.52                    -0.09279256617721032     -0.09308422352615552     0.17989260296594645      -0.12166108109438696     0.12185834380233419
-1.48                     -1.52                    -0.1044950320636137      -0.08651970000505904     0.19110426906281328      -0.13066964202292786     0.11901787234137158
-1.44                     -1.52                    -0.11610968787273165     -0.07923238095555084     0.20129054353596665      -0.13940622843693645     0.11610513185246871
-1.4                      -1.52                    -0.12878094408401053     -0.0717912540071037      0.2111777941755198       -0.14819895741080746     0.11312079165164761
-1.3599999999999999       -1.52                    -0.14026457766617634     -0.06335841420951353     0.21910786852100952      -0.15642113127506493     0.11006693067658486
-1.3199999999999998       -1.52                    -0.15269148771991603     -0.05503131491553528     0.22664667559139257      -0.16465852034995318     0.10694650919612061
-1.28                     -1.52                    -0.16497588367325358     -0.04637368589747254     0.23295019859772506      -0.17261733572236307     0.10376017997648755
-1.24                     -1.52                    -0.1771388301314261      -0.03754724594008815     0.23796372999266277      -0.18030490510498157     0.10051285739292506
-1.2                      -1.52                    -0.18987590879621183     -0.028911017286413574    0.24256961097977697      -0.18792550049854756     0.09720552680427991
-1.1600000000000001       -1.52                    -0.20190132496027502     -0.019975761141384878    0.2449400885485163       -0.19508606416964824     0.09384178895836383
-1.12                     -1.52                    -0.21434022299946756     -0.011322009762999394    0.2468978567651191       -0.20215073362903918     0.09042572602673779
-1.08                     -1.52                    -0.22660235468949114     -0.002730444463422084    0.24753361844099867      -0.20893532639661788     0.0869583172293162
-1.04                     -1.52                    -0.23875291274689403     0.005694911216238888     0.2468524926261218       -0.21544334136951368     0.08344592484872457
-1                        -1.52                    -0.2508170726869178      0.013900782635846001     0.24579549412177132      -0.22179944500097093     0.07988969042592377
-0.96                     -1.52                    -0.262821598851075       0.021820461468780483     0.24254296558038144      -0.2277628255570772      0.07629401758847763
-0.9199999999999999       -1.52                    -0.27455881829522016     0.029504135331358747     0.23896133438019446      -0.23355390573142315     0.07266350056167539
-0.8799999999999999       -1.52                    -0.2860938402540619      0.03688086688584341      0.23416333882896917      -0.2390604660404852      0.06899927856819987
-0.8400000000000001       -1.52                    -0.2974935569691848      0.04388079560292292      0.22819937099150173      -0.24428449622081577     0.06530830141765759
-0.8                      -1.52                    -0.30825043664942525     0.05069761467019812      0.22197426000373455      -0.2493076443959084      0.06159174649056773
-0.76                     -1.52                    -0.31929135249975443     0.056877507605242794     0.213807846538891        -0.2539625265058152      0.05785428578069806
-0.72                     -1.52                    -0.3295197521441482      0.06288872512470699      0.2054549697651614       -0.25840286496490045     0.05410057105004223
-0.6799999999999999       -1.52                    -0.3395057524973997      0.06844124870926982      0.19611802597696731      -0.262555431585588       0.05033177769089958
-0.6399999999999999       -1.52                    -0.3493003844182415      0.07349060823780373      0.18587634365878133      -0.2664219290826869      0.04655480727866595
-0.5999999999999999       -1.52                    -0.3578343278641803      0.07849524401981779      0.175513930959008        -0.27004583632192586     0.04277078494617373
-0.56                     -1.52                    -0.36715717935025777     0.08250637736317454      0.16362770316237762      -0.2733385063917969      0.03898425926286504
-0.52                     -1.52                    -0.37508645145584774     0.08649659555273875      0.15170769808967516      -0.2763807068182759      0.035199612996966195
-0.48                     -1.52                    -0.3827234254371565      0.08994768101205597      0.13910827377623775      -0.279135162243385       0.03141796785652655
-0.43999999999999995      -1.52                    -0.39009466267234394     0.09283747883980734      0.12592483942535293      -0.2816038498181131      0.027645728067110235
-0.3999999999999999       -1.52                    -0.39571827273211285     0.09582455494798539      0.11272218621077833      -0.2838025842545299      0.02388390666252273
-0.3599999999999999       -1.52                    -0.40252863131912875     0.09757029900941212      0.09858705240407303      -0.2857040757606971      0.020136656797177414
-0.32000000000000006      -1.52                    -0.40751235401172364     0.09943480605746238      0.08452034983434983      -0.2873329159359693      0.016407875056362736
-0.28                     -1.52                    -0.41215289574340264     0.10074057282846291      0.07010990597509995      -0.288678109575673       0.012698568353046974
-0.24                     -1.52                    -0.4164496311870723      0.10148573460424566      0.055457358310773586     -0.289742104872848       0.009014350615823273
-0.19999999999999996      -1.52                    -0.41883312233284836     0.10238255050768492      0.04089931312116523      -0.29053000297188436     0.005356086241254486
-0.15999999999999992      -1.52                    -0.42239130779683853     0.10203274230003359      0.02598185381884617      -0.29103612921421995     0.0017273592393326164
-0.11999999999999988      -1.52                    -0.4240186420045678      0.10184776540146602      0.011238497250513041     -0.2912680964053961      -0.0018685507925431874
-0.08000000000000007      -1.52                    -0.4252594174270547      0.10113620052131217      -0.003513495223134647    -0.2912246025096658      -0.005430789815686134
-0.040000000000000036     -1.52                    -0.42608849889372624     0.0999135907447933       -0.018174085992176812    -0.2909085746856928      -0.008954708162647833
0                         -1.52                    -0.425076102781325       0.0988419478935128       -0.0326556540532634      -0.29032357445389667     -0.012439609982965567
0.040000000000000036      -1.52                    -0.42502070635304384     0.09666275045855896      -0.04692700670848049     -0.2894672397514411      -0.015882581700322477
0.08000000000000007       -1.52                    -0.4231657570086396      0.09463759280825151      -0.060953695404780316    -0.28834790335017146     -0.019281032201731604
0.1200000000000001        -1.52                    -0.4208966569025984      0.09215875056036757      -0.07467853386202283     -0.2869649404120381      -0.022634281976838477
0.16000000000000014       -1.52                    -0.4181709481810822      0.08925508098524963      -0.08800962038849379     -0.28532166361446326     -0.0259387399286745
0.20000000000000018       -1.52                    -0.41380303506562915     0.08648853482259487      -0.10106511365718637     -0.2834251219190872      -0.02919388853527117
0.2400000000000002        -1.52                    -0.4101856663303887      0.08279136275224339      -0.11347441581379789     -0.2812689340394949      -0.032397538164311554
0.28000000000000025       -1.52                    -0.4050179470173481      0.07922571771523373      -0.12555940379746536     -0.27886882984100597     -0.03554782110429512
0.31999999999999984       -1.52                    -0.39943196728012004     0.07530712360004863      -0.13707457646704876     -0.2762198732326359      -0.03864424322928242
0.3599999999999999        -1.52                    -0.3933778391272536      0.0710730383649221       -0.14794189389352463     -0.2733255911699229      -0.041684315269703245
0.3999999999999999        -1.52                    -0.38609565155520803     0.06689954721641313      -0.15852079487522133     -0.2702047026221472      -0.044667701594973734
0.43999999999999995       -1.52                    -0.3791583796991532      0.06209604736490949      -0.16798849720990222     -0.26682884453318767     -0.04759295745072894
0.48                      -1.52                    -0.3711201925102981      0.057342699954336204     -0.17713628938578393     -0.26323849365564483     -0.05045894770016573
0.52                      -1.52                    -0.36268872197342394     0.05235209502052339      -0.1855019762185366      -0.25941609840515967     -0.05326536642173723
0.56                      -1.52                    -0.35381696949550007     0.04716609979039119      -0.19302666368687585     -0.2553651257430452      -0.0560108281689256
0.6000000000000001        -1.52                    -0.34433180955066356     0.04189797333108654      -0.20030780134886644     -0.25112868700629504     -0.05869517704777178
0.6400000000000001        -1.52                    -0.33455581529181794     0.03642863386829233      -0.2060497938505893      -0.2466243101587088      -0.0613177041294105
0.6800000000000002        -1.52                    -0.3243120495828508      0.030867624002574964     -0.21153253536171168     -0.24194893111717367     -0.06387798897593824
0.7200000000000002        -1.52                    -0.31373043974936815     0.025190257057627924     -0.21608692489025982     -0.23705923580731117     -0.06637590838180059
0.7600000000000002        -1.52                    -0.30277573762892956     0.019440551455695572     -0.21967844696991629     -0.23195818495092457     -0.06881113585671379
0.8000000000000003        -1.52                    -0.291739888146768       0.013520587466296995     -0.2230385196167853      -0.22671684740853523     -0.07118368577613737
0.8399999999999999        -1.52                    -0.28003829013912696     0.007726815963386868     -0.22465618648224653     -0.22119471879060623     -0.07349354050308263
0.8799999999999999        -1.52                    -0.2684028622368958      0.001762342352979139     -0.22604101991726103     -0.21554911373472166     -0.0757409428629187
0.9199999999999999        -1.52                    -0.2565109925811852      -0.004195175443542181    -0.22642787524194807     -0.20970642183359928     -0.07792593690351993
0.96                      -1.52                    -0.24434615380103641     -0.010098304722714151    -0.22581225601146276     -0.20366836270071023     -0.08004915446602932
1                         -1.52                    -0.23258257637807525     -0.01622146564382645     -0.22497479418284852     -0.1975459062957536      -0.08211076211628698
1.04                      -1.52                    -0.21989146403822687     -0.021924539819692116    -0.2223679189404008      -0.19111446879143876     -0.08411134867744696
1.08                      -1.52                    -0.20773463159023195     -0.027825765360631704    -0.21955342139429185     -0.18461848020249302     -0.08605173283469181
1.12                      -1.52                    -0.19541912522067956     -0.033585203119241326    -0.2157630892403056      -0.17794021772486876     -0.0879320996289679
1.1600000000000001        -1.52                    -0.18295489679692067     -0.03914504041078948     -0.2110286452386304      -0.17107895664993839     -0.08975388382938383
1.2000000000000002        -1.52                    -0.17121930289836088     -0.0448762907039489      -0.20610527822748342     -0.16418883029795572     -0.09151737865136306
1.2400000000000002        -1.52                    -0.15853652113807742     -0.04996811041525935     -0.19954615953033492     -0.1569678985387278      -0.09322365807611166
1.2800000000000002        -1.52                    -0.14668599015337072     -0.05516168920632289     -0.19283638205582485     -0.14974275461814407     -0.0948740025380521
1.3200000000000003        -1.52                    -0.13478492633763758     -0.06003767097538247     -0.18528881854287838     -0.14234499401403133     -0.09646870271815682
1.3599999999999999        -1.52                    -0.12288885630496807     -0.0645114106548301      -0.17697512470283885     -0.13476950463187717     -0.0980098069244784
1.4                       -1.52                    -0.11194485907778294     -0.06898814880822954     -0.16852918047074797     -0.12725590938395487     -0.0994977072453955
1.44                      -1.52                    -0.10012716390011095     -0.07255488837151416     -0.15881567298259608     -0.11932698391315882     -0.10093382308593268
1.48                      -1.52                    -0.08932550914984358     -0.0759548115133798      -0.14905110929824836     -0.11149283909968012     -0.10231978266756996
1.52                      -1.52                    -0.07862805923017975     -0.07875723099369539     -0.1387239678502279      -0.10348653220271395     -0.10365594318878066
1.56                      -1.52                    -0.06819440042406955     -0.08082489857871547     -0.1279274289151533      -0.09529548976485691     -0.10494479034186989
1.6                       -1.52                    -0.0585246742487851      -0.08235594614336292     -0.11716759323187773     -0.08734081035517191     -0.10618679549246618
1.6400000000000001        -1.52                    -0.04888212209865333     -0.08285477126925271     -0.10560177406467483     -0.07873263809666992     -0.10738359830992267
1.6800000000000002        -1.52                    -0.04004642239632363     -0.08248037289002264     -0.09419986730147202     -0.07040795338758879     -0.1085371033712608
1.7200000000000002        -1.52                    -0.031695471250859676    -0.0810583972291596      -0.08256342533327404     -0.06189641108055103     -0.10964769887140902
1.7600000000000002        -1.52                    -0.02417322133343762     -0.07840275055500408     -0.07073344271719291     -0.053173293594986654    -0.11071819401797629
1.8000000000000003        -1.52                    -0.016990040485187204    -0.0742570697530417      -0.05929995138193349     -0.044915200516133       -0.1117491370185703
1.8399999999999999        -1.52                    -0.011617120634258637    -0.06904690790814207     -0.04711260502631192     -0.035683707691051496    -0.11274228463197311
1.88                      -1.52                    -0.006678937597291329    -0.06190122679875667     -0.03542083110455598     -0.026988740037881084    -0.11369978130343367
1.92                      -1.52                    -0.003022960178244767    -0.053162580246622994    -0.023609735700171004    -0.018068867026886523    -0.11462200708819323
1.96                      -1.52                    -0.0010530680638783704   -0.042604497443014595    -0.01165515939751531     -0.008880473534921635    -0.1155119026626971
2                         -1.52                    5.801728395080467E-4     -0.029561343820379775    -3.535058120704426E-4    -4.0660726368188516E-4   -0.11637006819718491
-2                        -1.48                    5.569124554455109E-4     -0.06724540395380123     6.890809431042283E-4     -4.827493233491159E-4    0.1611212316629624
-1.96                     -1.48                    -0.0011999413476012095   -0.08417017495603599     0.01924683677190897      -0.010475270901125724    0.15900203500289595
-1.92                     -1.48                    -0.003553359447530397    -0.0975141227489219      0.0383783175934265       -0.021271259903665546    0.1568183446717854
-1.88                     -1.48                    -0.007833112610156148    -0.10793950778177609     0.05647045495534703      -0.03170208480202427     0.15456852125884435
-1.84                     -1.48                    -0.013488433206999276    -0.11577263938801041     0.07363219116728466      -0.04181629202317444     0.15224605039895714
-1.8                      -1.48                    -0.019783496036395315    -0.12077950175179561     0.09131004114238622      -0.052522333618085816    0.14985040004787137
-1.76                     -1.48                    -0.027755731778297828    -0.12380116776847655     0.10675056783997439      -0.06201474186291718     0.1473778340098546
-1.72                     -1.48                    -0.03620060254576335     -0.12466328556437178     0.12263412387290769      -0.07201190483552342     0.144826639887193
-1.68                     -1.48                    -0.04539285148864548     -0.12356721021553894     0.13767304090465118      -0.08170328967668236     0.14219610603851046
-1.6400000000000001       -1.48                    -0.05489342940091524     -0.12083223454268434     0.15189164096384916      -0.09111683271944793     0.13948457705193973
-1.6                      -1.48                    -0.06537534081185728     -0.11683658610238494     0.16621135816718116      -0.10081755363216494     0.13669221276490107
-1.56                     -1.48                    -0.07530325929665596     -0.11119319101981989     0.17866221619816564      -0.10967768318489488     0.1338186476316117
-1.52                     -1.48                    -0.08612211080851538     -0.10482458190291702     0.1910593865231067       -0.11876699037332619     0.13086496568187717
-1.48                     -1.48                    -0.09695762394527468     -0.09740732142020819     0.20244277942853503      -0.1275784101208273      0.12783127468886574
-1.44                     -1.48                    -0.10765853909904771     -0.0892027183180264      0.2127517249179394       -0.13612666559961253     0.1247199829531273
-1.4                      -1.48                    -0.11937228592071007     -0.08078684346239437     0.22276321576904048      -0.14473203087371583     0.12153178546834299
-1.3599999999999999       -1.48                    -0.1298326079135574      -0.07131877213489819     0.2307569382359343       -0.15278281033787255     0.11826884340621478
-1.3199999999999998       -1.48                    -0.14120112802738988     -0.061920977052377785    0.23835626588690326      -0.16085065366443754     0.11493424569869266
-1.28                     -1.48                    -0.15237960543304294     -0.05215480869744102     0.24469272083287688      -0.16864882794817426     0.11152867197125545
-1.24                     -1.48                    -0.16338947694456987     -0.04219362474451835     0.2497220793669544       -0.17618447250450758     0.10805726729595047
-1.2                      -1.48                    -0.1749624039455351      -0.032415962625888306    0.2543105587986788       -0.1836566753954682      0.10452106707131437
-1.1600000000000001       -1.48                    -0.1857559806419756      -0.022313347592421307    0.2566674574031078       -0.1906823520863183      0.10092385072670164
-1.12                     -1.48                    -0.19696648530198818     -0.012503994196533263    0.25857066822150687      -0.19761617694297762     0.09726992157607194
-1.08                     -1.48                    -0.20797859248316508     -0.0027591478885527383   0.2591316931849152       -0.20427867311315945     0.0935603095840256
-1.04                     -1.48                    -0.21886653638668918     0.0068076812064621905    0.25835738801589797      -0.2106731791213767      0.08980173675393632
-1                        -1.48                    -0.22968816189474361     0.016127365215932367     0.2571533883723381       -0.21692077277821037     0.08599541378899564
-0.96                     -1.48                    -0.2404293416473003      0.025148835165081936     0.2537680940364761       -0.22278746060975313     0.08214600111304593
-0.9199999999999999       -1.48                    -0.25093697516247965     0.03389595113817064      0.24999646692377175      -0.22848705799101243     0.07825838030550968
-0.8799999999999999       -1.48                    -0.26125985255533823     0.04230440221611105      0.24498590999553438      -0.23391055606600072     0.0743337586805554
-0.8400000000000001       -1.48                    -0.2714748693608395      0.05029814758315353      0.23878611269135314      -0.23905975204485225     0.07037953076727531
-0.8                      -1.48                    -0.28109369905475423     0.05806212846390956      0.2322666772284548       -0.24401356746810784     0.0663969540945315
-0.76                     -1.48                    -0.29102449017271687     0.06515005728631688      0.22381680048561364      -0.24860982237395263     0.06239100512638383
-0.72                     -1.48                    -0.3001995741191548      0.072017192718625        0.21512285750284688      -0.25299701159356325     0.058366657804373404
-0.6799999999999999       -1.48                    -0.3091841453957591      0.078375591136465        0.20542141235297584      -0.25710427949870396     0.054325165435809473
-0.6399999999999999       -1.48                    -0.31803710381739964     0.08417718984795519      0.19479066648645732      -0.26093309401391884     0.050273914252515865
-0.5999999999999999       -1.48                    -0.3256917384722696      0.08987964565077827      0.18398811421951         -0.26452495289525163     0.04621411302445794
-0.56                     -1.48                    -0.3342055894375907      0.09453045752257522      0.17166625240636008      -0.2677947917997768      0.04215063400416794
-0.52                     -1.48                    -0.34139398143305233     0.09910396812316037      0.1592635435084954       -0.27081959853965254     0.03808818903515577
-0.48                     -1.48                    -0.34836550552507306     0.10307877589789027      0.14616064738898635      -0.2735637283909561      0.03402798085214524
-0.43999999999999995      -1.48                    -0.35515162591982236     0.1064310866563404       0.1324520755649172       -0.2760288911261601      0.02997689928771062
-0.3999999999999999       -1.48                    -0.3602561932653511      0.10982650727131688      0.1186933472600454       -0.2782294506545702      0.025936038217986058
-0.3599999999999999       -1.48                    -0.3666504136888065      0.11190993270969876      0.10399111978448793      -0.28014051490296743     0.02190986946046843
-0.32000000000000006      -1.48                    -0.3712854641458541      0.11405848440144173      0.08933228455272679      -0.2817839640969913      0.017902602513891783
-0.28                     -1.48                    -0.3756642146742421      0.11558611413109454      0.07431475185435438      -0.28314990742878143     0.013915322744830783
-0.24                     -1.48                    -0.37978795500010554     0.11649082220486034      0.05903974302353904      -0.2842405087668233      0.009954098817938885
-0.19999999999999996      -1.48                    -0.38206182698091495     0.11749701430091876      0.04384899418933011      -0.28505971485284487     0.006019868254859057
-0.15999999999999992      -1.48                    -0.38562609709768836     0.11718299072494397      0.028281355417716966     -0.28560364047146297     0.0021165090582758346
-0.11999999999999988      -1.48                    -0.3873205302998396      0.11698591951251079      0.012884246425661603     -0.2858777296831722      -0.0017524201840831712
-0.08000000000000007      -1.48                    -0.38871550689451145     0.11620287629072507      -0.002528463698224768    -0.28588149940654217     -0.005585994143217327
-0.040000000000000036     -1.48                    -0.3897850534899555      0.11485043003942613      -0.0178565676883969      -0.2856175910981429      -0.00937916347741612
0                         -1.48                    -0.38906710866203603     0.11360583935616608      -0.032995044777009166    -0.2850886108342079      -0.013131170401776608
0.040000000000000036      -1.48                    -0.3894201687293166      0.11118365516705842      -0.047943258269823       -0.28429359697399        -0.016838846780949667
0.08000000000000007       -1.48                    -0.38802246838190674     0.1088757867904753       -0.06262974052065556     -0.28323907821801153     -0.020499368676466123
0.1200000000000001        -1.48                    -0.38628838364632045     0.1060617434181251       -0.0770122373265259      -0.2819250689503224      -0.02411199584993453
0.16000000000000014       -1.48                    -0.3841721744000523      0.10277228649347625      -0.09099808764928285     -0.2803546082321119      -0.02767280890004778
0.20000000000000018       -1.48                    -0.3804544181873223      0.09958529457106594      -0.10468179642750479     -0.27853395221315963     -0.031181241598094933
0.2400000000000002        -1.48                    -0.3775858417014663      0.09540692879387135      -0.11773293797185627     -0.27645779747187293     -0.03463489888458515
0.28000000000000025       -1.48                    -0.37320054841315087     0.09132933242553687      -0.1304277531146168      -0.2741403981947649      -0.038031733262240255
0.31999999999999984       -1.48                    -0.3684577875233993      0.08685613469258574      -0.14254146973411627     -0.2715773230429278      -0.04137120259268852
0.3599999999999999        -1.48                    -0.36330229300706673     0.08202735477137162      -0.15399479220389725     -0.2687718488954726      -0.04465056937033526
0.3999999999999999        -1.48                    -0.3569434746358165      0.07723357181553833      -0.16511856045855033     -0.265741992849021       -0.04786946323168719
0.43999999999999995       -1.48                    -0.35100306962352706     0.07176216511079112      -0.17514119217718832     -0.26246033133413943     -0.051026287936677295
0.48                      -1.48                    -0.34397853749018015     0.06631932058914915      -0.1847989100074982      -0.2589660291849786      -0.05411978371116204
0.52                      -1.48                    -0.33659881714848433     0.06060844937289944      -0.19365507653761516     -0.25524198737756854     -0.05714961028783157
0.56                      -1.48                    -0.32880985949916286     0.05467451239110679      -0.20164921218241472     -0.2512914568500541      -0.06011421601897717
0.6000000000000001        -1.48                    -0.3204186964886034      0.04864038043120371      -0.20935061629537366     -0.2471568343737153      -0.0630134239560058
0.6400000000000001        -1.48                    -0.3117713896831024      0.04237639267436322      -0.21551538427855121     -0.24275672153543093     -0.06584642812015376
0.6800000000000002        -1.48                    -0.30265935292527035     0.03600669901377798      -0.22136989674757857     -0.23818664361607148     -0.06861273687331212
0.7200000000000002        -1.48                    -0.2932210382767645      0.02950333278901642      -0.22627039950708908     -0.2334038044552727      -0.07131220622727419
0.7600000000000002        -1.48                    -0.2834130906134033      0.02291397031043749      -0.23018061672711865     -0.22841099371745086     -0.07394442212279498
0.8000000000000003        -1.48                    -0.27352218026124847     0.016143814359380344     -0.2338104554295629      -0.2232784953852077      -0.0765093905283332
0.8399999999999999        -1.48                    -0.2629569145163023      0.00949272565140024      -0.23568816614365284     -0.21786711756760674     -0.07900704827671522
0.8799999999999999        -1.48                    -0.2524481411232548      0.0026648930388325776    -0.23728470018208006     -0.21233256147592014     -0.08143761605716276
0.9199999999999999        -1.48                    -0.24166633294070675     -0.004158098158912722    -0.23785406045281718     -0.20660187711527614     -0.08380112977616301
0.96                      -1.48                    -0.23058690908941135     -0.010924339994821643    -0.23738974655471526     -0.2006766708353866      -0.08609820525060644
1                         -1.48                    -0.21989472007408242     -0.01791205207182468     -0.2366637087716293      -0.19466689600905138     -0.08832901184630208
1.04                      -1.48                    -0.2082239270293212      -0.024463057772991022    -0.23414232952951913     -0.18834987690551105     -0.09049413916663798
1.08                      -1.48                    -0.19706629246414306     -0.031207444402832126    -0.23137673830248423     -0.18196786023807196     -0.09259442698066693
1.12                      -1.48                    -0.18570720759359463     -0.03779419918658139     -0.2276050506308358      -0.17540411655542346     -0.09463006337584803
1.1600000000000001        -1.48                    -0.17415098277785754     -0.044159802374601966    -0.2228558704182948      -0.1686578832751663      -0.09660252943591885
1.2000000000000002        -1.48                    -0.1632964656276697      -0.05068343043492529     -0.2178911370837931      -0.16188193564480763     -0.0985121307679997
1.2400000000000002        -1.48                    -0.15141519135921694     -0.05652682738763515     -0.2112518356987394      -0.15477693671119047     -0.10035998176630082
1.2800000000000002        -1.48                    -0.14033389860911177     -0.06244866711912423     -0.20444090453878805     -0.1476666023147538      -0.1021474202323567
1.3200000000000003        -1.48                    -0.12914310743321314     -0.06801520869108596     -0.19675947684985676     -0.14038401193853922     -0.10387474923349842
1.3599999999999999        -1.48                    -0.11789990983915438     -0.07313539221763604     -0.18827171331593628     -0.13292412148968932     -0.10554411353047373
1.4                       -1.48                    -0.10756890420364065     -0.07822019003649201     -0.1796531389300185      -0.12552431305001027     -0.10715592497620074
1.44                      -1.48                    -0.0962914766415922      -0.08233470944582305     -0.16968005518722584     -0.11771188229614711     -0.10871167278872652
1.48                      -1.48                    -0.08598946102793421     -0.08623188147883801     -0.15966100653797408     -0.1099921027995694      -0.11021306632640702
1.52                      -1.48                    -0.07574271359041748     -0.08947375035485602     -0.14902651254677385     -0.10210063946295997     -0.11166048119123795
1.56                      -1.48                    -0.06572148715071877     -0.09192242684116315     -0.13785177288425865     -0.09402515675832279     -0.11305652145938158
1.6                       -1.48                    -0.0564113802359332      -0.09376860347136032     -0.12675220433880197     -0.08618227597795144     -0.11440167955423003
1.6400000000000001        -1.48                    -0.0471226200066718      -0.09453588641521322     -0.11462904766523008     -0.07769192480152108     -0.11569766601418095
1.6800000000000002        -1.48                    -0.03859383426126052     -0.09437011652843631     -0.10269747600654583     -0.06948086213378458     -0.11694645120469693
1.7200000000000002        -1.48                    -0.03053203135708019     -0.0931101670090096      -0.09041677694038054     -0.06108401405886718     -0.11814843729410034
1.7600000000000002        -1.48                    -0.023275099848811636    -0.09058233888425221     -0.07781073154145647     -0.05247719167184493     -0.11930648454788564
1.8000000000000003        -1.48                    -0.016341475924396602    -0.08653623788908092     -0.06561169159567934     -0.04432886405597693     -0.12042114421956195
1.8399999999999999        -1.48                    -0.011165864180324532    -0.08139527865130246     -0.05235517134386515     -0.03521852963027449     -0.12149415982935219
1.88                      -1.48                    -0.0064106604108856696   -0.07432050203039822     -0.039589738907447436    -0.02663745504643191     -0.12252761546920782
1.92                      -1.48                    -0.002895520411315241    -0.06564033127809711     -0.02653654621172919     -0.01783386539739991     -0.12352187180259824
1.96                      -1.48                    -0.0010035357357396184   -0.05514592276189397     -0.01316061728919922     -0.008765084172871501    -0.12447963226494567
2                         -1.48                    5.457351191886974E-4     -0.04221176371604707     -3.748464998878792E-4    -4.0118120054455364E-4   -0.1254014373379214
-2                        -1.44                    4.773529114312884E-4     -0.08816547068417545     7.167011113258376E-4     -4.69444390016574E-4     0.17163271753010087
-1.96                     -1.44                    -0.0011048169957988945   -0.10422618864872224     0.02086003412324476      -0.010196612263239882    0.16939846016369678
-1.92                     -1.44                    -0.0032617081183697275   -0.11674353259903673     0.041563277062069734     -0.020708435813102846    0.1670929486873291
-1.88                     -1.44                    -0.0071208600568505      -0.1263362374194279      0.061042766873939294     -0.030868354474082413    0.16471466267768936
-1.84                     -1.44                    -0.012246863567728904    -0.13339863665821863     0.07936259236768223      -0.04072317902295611     0.16225763985010241
-1.8                      -1.44                    -0.018009584112849093    -0.13770601769948673     0.09816900103087936      -0.051156965180678006    0.15972141319965089
-1.76                     -1.44                    -0.025255823844302562    -0.13999809876531322     0.11435871755868997      -0.0604122134547394      0.15710247489713125
-1.72                     -1.44                    -0.03298491555659042     -0.14016085660954378     0.13098297488267         -0.07016153826441446     0.15439927861452032
-1.68                     -1.44                    -0.04140418540959922     -0.13836147091388049     0.14658608619139596      -0.07961567526793323     0.15161114306264517
-1.6400000000000001       -1.44                    -0.0501073159660403      -0.13489992799890016     0.16121639088323136      -0.08880161461862388     0.1487365642966331
-1.6                      -1.44                    -0.0597404597576944      -0.13014071562574162     0.17596695408200994      -0.09826996505383384     0.14577572229069982
-1.56                     -1.44                    -0.06881692770143807     -0.12370364756696428     0.1885826546840247       -0.10692150508697681     0.142728312061906
-1.52                     -1.44                    -0.07873189531146657     -0.11648269474055212     0.20118484780134216      -0.1157988536447863      0.13959548783488182
