% X                       Y                        P1            P2 
-1.8910441470588235       -1.098747823529412       0.24145525547878224      -0.6467417411064315
-1.9044372058823522       -1.6568475882352942      0.40424285525735965      -0.4899042416693303
0.3046359117647057        -1.6257329117647061      0.7621274191003242       0.05827352246144355
0.8470378235294116        -1.6159399411764706      0.665124571531064        0.19623690686876522
0.5509901176470581        -1.907947088235294       0.7627516257379006       0.09704754026452668
1.9261287058823535        1.2049020294117645       -0.27209786561785143     0.6199485352472763
1.922680676470587         0.6500021764705884       -0.11857828453375632     0.7485950786333561
-1.8781638529411766       1.6954135294117645       -0.41554199946814413     -0.4780946182014503
-1.8796722647058828       1.1248705                -0.25022952422562766     -0.6383261798271829
-0.802867647058824        0.0059945588235291655    -0.0025050893865039415   -0.47533588677779826
-0.2589092647058819       0.011517470588235228     -0.006517377773459883    -0.15260920761692165
-0.2590655294117643       -0.5501311764705886      0.31689656184716986      -0.13053135603828656
-0.8080035588235299       -0.5478143235294117      0.23884474478735612      -0.42073417756770665
-0.5339594411764712       -0.2525477058823531      0.12835255699288473      -0.3079334316761404
-1.3545466470588228       -1.6561340000000002      0.5277845810264936       -0.35549395691485
-1.6392228529411772       -1.922665617647059       0.49583698218899935      -0.3986439936718727
-1.8919985882352937       0.007704352941176166     -0.0012110754351795684   -0.7989805856466724
-1.341658117647059        0.008720323529411858     -0.0021282618134780638   -0.7139279161584151
-1.3459338529411766       -0.5480351470588235      0.1461329376606714       -0.6583261349367369
-1.8912845588235294       -0.5529784705882351      0.09790114832169516      -0.7616423230578315
-1.6215505882352943       -0.24607791176470575     0.04665125314868697      -0.7663905365580622
1.3676352352941175        1.741303882352941        -0.5440042019169035      0.34363872565689496
1.9226159117647044        1.7494709999999998       -0.4226933740463883      0.470946873317977
1.3724985882352934        1.1944672647058823       -0.3697693941481342      0.4889292308051361
1.6536716176470583        1.4610987647058824       -0.3901295891867331      0.4955884450500906
-0.24340408823529375      -1.640808705882353       0.7695047393316433       -0.04538830247754328
0.009550470588235986      -1.9150036176470588      0.7996126754001078       0.0014925983262398632
1.374209941176469         0.6505461764705884       -0.17399021788834945     0.6453450656578654
1.6589515882352945        0.9052793823529408       -0.2077682515354908      0.6599617686323437
-0.799326647058823        -1.6536872058823533      0.6851062238648911       -0.17685114850340705
-1.0895689411764706       -1.9223345294117649      0.651943900984661        -0.23694924987638924
0.8141605294117653        1.7292470588235294       -0.6960012622163679      0.17227131944411872
1.110989764705883         1.9945970294117643       -0.649007111173308       0.24162124078833325
-1.3448307352941176       1.6998906470588233       -0.5415268636212531      -0.3436945877443265
-1.3447505294117648       1.129646058823529        -0.3530204736438468      -0.49920943763150133
-1.6099262941176478       1.4342039999999998       -0.3915414300685396      -0.4916664452389154
1.3777863823529415        -1.600220823529412       0.5056905264438409       0.37544467830532424
1.098429088235294         -1.9077137352941178      0.6483767979784587       0.24036736841370776
0.26847685294117696       1.7268655882352937       -0.7785753666445107      0.04720382290810055
0.8161909705882354        1.1799012647058826       -0.5298006026491408      0.27364743768963246
0.26308361764705857       1.1758917941176472       -0.6420858076306992      0.07843207126301832
0.5602462058823522        1.4663420882352938       -0.691900080243173       0.1333014165030355
-0.27829264705882356      1.7171665588235299       -0.7767618116962852      -0.049356795166234264
1.381927794117647         -1.0346960294117646      0.30742597375322395      0.5420851714112834
1.914779558823528         -1.0307325882352938      0.21971304397534516      0.6669826207679779
1.9157120882352956        -1.591796970588235       0.3872103167281592       0.5074243397347938
1.6439210588235302        -1.3456702941176473      0.3551343573325179       0.5272952273232177
-1.3473139411764705       -1.1005865294117645      0.3412738598695394       -0.5092370357626986
-0.807867147058824        -1.0986326764705883      0.4975766730985953       -0.29012455029733325
-1.094713941176471        -1.3675855294117645      0.5183894030004326       -0.33363177577709213
1.6351471176470596        -1.9092460882352942      0.4956827738739454       0.39864639160732185
0.8223405294117654        0.6402652941176474       -0.27946694259070526     0.40889652276425703
1.1027305588235294        0.9018221470588239       -0.32839191944514384     0.4725103182296719
-1.0885425000000002       -0.8021222352941175      0.29022261407640576      -0.49474918722791283
-1.633798823529411        -1.357178735294118       0.36109312223262546      -0.5211329867900832
1.3744997647058814        0.09283973529411786      -0.02197378451817844     0.7217815576243473
0.8258544117647058        0.08270247058823506      -0.033979992934901754    0.48674910790327003
1.0980230882352942        0.3502075882352943       -0.11462524745214633     0.5982687567427818
-0.8163767941176479       1.7139202941176472       -0.6928107915618628      -0.1745449265509631
-0.27918770588235353      1.1533648529411764       -0.631157643729175       -0.08540785201106371
-0.8151924999999999       1.1399465588235296       -0.5133382050305743      -0.28295919641142303
-0.5308146764705889       1.4448611176470592       -0.6916041252254832      -0.12773874472790112
1.378063617647058         -0.47088458823529405     0.11897150593867076      0.6829795744441214
1.9166260882352952        -0.4681202352941177      0.07988884478483237      0.7735063013317045
1.6434942941176487        -0.782553588235294       0.1733093136428277       0.6868911588222942
-1.6290345882352943       -0.8007842941176468      0.1805227531996223       -0.67947146685939
-1.8862932058823523       0.565471441176471        -0.10073087537105993     -0.759607886220842
1.1105772941176477        1.4597949117647058       -0.5451149734728507      0.315974408580084
1.9166260588235304        0.08988735294117672      -0.014115987445583188    0.7987206703067516
-0.8068274705882359       0.571187823529412        -0.24999788975650605     -0.4154821158775424
-1.3450564705882353       0.5690954999999998       -0.15280712549719686     -0.6537112947384349
-1.0739172352941182       0.871624882352941        -0.3232666237350783      -0.4687123360222695
-1.0760397352941178       1.4404201764705884       -0.5494080316227233      -0.30814217580376657
0.013366911764705947      1.4462319411764706       -0.7419485008864071      0.0029209436973336215
-0.2535206176470594       -1.093258                0.6084464356159065       -0.08217399911161029
0.3040026470588239        -1.0692426764705885      0.5917535079472254       0.10164402325898689
0.010674323529412156      -1.3618755294117644      0.7198272003896202       0.002549464310646625
-1.6135015882352945       0.8697614411764706       -0.2035797836914173      -0.6587512714602726
0.8420369117647059        -1.0443541176470585      0.46400145254008407      0.3183109490781255
0.5627631470588229        -1.3516522352941176      0.6571949996491598       0.14984814705776983
-0.5411431176470588       -0.8193851176470588      0.4279843616286374       -0.2337092319941524
-0.5318219411764711       1.9924254705882356       -0.7673628891040382      -0.09197110054496982
1.1017205000000008        -1.3576818823529408      0.5126390443921796       0.33891781538359833
-0.5477680294117654       -1.3782307647058825      0.668726171787497        -0.14144581277052887
-1.6083203823529406       1.9999452058823532       -0.5069250522642805      -0.38832264707554154
-1.0763480882352947       -0.2503649411764704      0.08251215684876767      -0.6012579918822724
-1.6176789117647057       0.30598670588235294      -0.05894743305478625     -0.7607053735117526
-0.5420680000000004       -1.9188053529411766      0.7644247715447718       -0.09492276288675341
-1.0698845000000006       0.31705391176470576      -0.10614595393067261     -0.5903355974440044
-0.26486882352941166      0.5825584411764704       -0.3353602590746675      -0.131006139618587
-0.5342692058823522       0.3105924705882355       -0.15839133496042096     -0.3032678784187563
0.29784517647058806       -0.5121160882352941      0.29155421989588487      0.1535792132214055
0.0121297941176475        -0.8203528529411765      0.48507858178193203      0.004996570433273402
0.834484529411765         -0.4774919117647058      0.2020971100311578       0.4478506455715567
1.1047865294117651        -0.7968812352941178      0.2840527166565536       0.5033222598220725
0.2611109411764704        0.6137003823529412       -0.3538366685128477      0.12666632560156213
0.005046500000000098      0.8896713823529413       -0.5228220761904017      0.001956884015871175
-0.5358998235294119       0.8837790882352938       -0.46224783748196857     -0.21983584950932808
-1.0685548235294124       1.999657382352941        -0.6604259488884784      -0.228874247294512
0.5661017352941174        -0.7972019411764703      0.41148230065463376      0.24938926094425218
1.6468166176470584        0.346506470588235        -0.06582966590169756     0.7612916766238454
1.6523702058823513        -0.2182842941176467      0.04013750228211582      0.7728869898815414
0.55869794117647          0.8989323823529415       -0.4652617531016645      0.22714655727462585
1.0988530882352934        -0.22524961764705906     0.07233766895344558      0.6137828280617527
0.2794397941176465        0.04984699999999975      -0.028056761837709693    0.164627052660884
0.010467676470588739      -0.26071232352941154     0.15368331758353707      0.005920300437261326
0.5592687941176464        -0.23333311764705864     0.11677671920881297      0.3242059409184454
0.5492960588235292        0.34266470588235287      -0.1736858830244754      0.30882532708023047
0.012152176470589011      0.31959205882352937      -0.1887858711936539      0.0067494101950554795
